"","logFC","logCPM","LR","PValue","FDR"
"PITA_00454",4.87861551259746,5.27004893072259,36.6013032675658,1.44934785619152e-09,5.09406599887638e-07
"PITA_32409",2.88617422907468,4.03279400763809,34.2918370809581,4.74367273353672e-09,1.56174916615894e-06
"PITA_51145",4.3275265358844,2.28830770855432,33.9918863735952,5.5342368615216e-09,1.7770366238434e-06
"PITA_01478",3.7540538447087,1.98129455836138,33.6754150418442,6.51185006797095e-09,2.0654476636324e-06
"PITA_39065",1.94118548474002,5.43902927802205,33.5377497622426,6.98941972753556e-09,2.19021467100569e-06
"PITA_18269",3.37997949916278,2.65829047855511,33.385522548782,7.55845368276598e-09,2.34033121232215e-06
"PITA_41827",3.04415032282239,4.44029549319615,33.2038754109828,8.29849792665001e-09,2.53924273616753e-06
"PITA_47196",4.78894450045854,3.6434006589221,32.9978672163964,9.22600251926752e-09,2.79022208748406e-06
"PITA_24304",4.69708937593005,0.948952287854682,32.7621351612784,1.04154043515194e-08,3.11372703193872e-06
"PITA_09310",5.97374544012685,1.81843398983332,32.5229828404708,1.17791275491932e-08,3.48140145939734e-06
"PITA_40156",4.3009131727621,1.28383941221547,32.4392983610509,1.2297429694151e-08,3.53263478937764e-06
"PITA_08000",2.92471741128976,5.08945288760272,32.4369534717821,1.23122772514303e-08,3.53263478937764e-06
"PITA_27400",2.97075157074615,3.86803392342056,32.4294446190648,1.2359943320903e-08,3.53263478937764e-06
"PITA_39767",5.12023293155292,0.983798590317627,32.4066653469573,1.25056796189118e-08,3.53543718704649e-06
"PITA_02850",4.4347777978879,2.98800891731056,31.7266187091589,1.77473010736427e-08,4.9633285335954e-06
"PITA_24004",4.48523499962504,1.28712838193649,31.3847114593042,2.11640881109447e-08,5.79428176502696e-06
"PITA_48863",4.542204191489,2.02769328638072,31.3502615292634,2.15429676305934e-08,5.83657338650108e-06
"PITA_25422",3.29574320303749,6.23971348504735,30.9954701183119,2.58631350011811e-08,6.93478637366722e-06
"PITA_26345",3.07635982105552,4.98009272354669,30.7653558565049,2.91190372894125e-08,7.72813307000336e-06
"PITA_41577",3.43616864320549,2.2985931019223,30.1972479573774,3.9026284782702e-08,1.02528751607404e-05
"PITA_09847",3.04834613494783,3.81830595485725,30.1674151786129,3.96312378195728e-08,1.03076886444927e-05
"PITA_42485",3.99973638174281,1.85919072001789,30.1327671411043,4.0345637236045e-08,1.03803920437715e-05
"PITA_02646",5.80804449856571,4.21639745142877,30.1153800404125,4.07089849077124e-08,1.03803920437715e-05
"PITA_13618",5.13266924161713,0.55948137873028,29.8787942697208,4.59915558830359e-08,1.15018690092489e-05
"PITA_14694",7.09339857660876,-0.0503447319690653,29.7043354243588,5.03221519741112e-08,1.23474419876854e-05
"PITA_37045",4.23903448675016,1.06350762563845,29.1212154090584,6.79883843692271e-08,1.65262606454134e-05
"PITA_20670",4.15736906133683,5.14229695532471,28.8429438116612,7.8491332479408e-08,1.89026024671937e-05
"PITA_03663",4.58220877827822,0.876558333980298,28.8107349164978,7.98075382242924e-08,1.90432501071158e-05
"PITA_22746",3.43168806625979,4.34767056881952,28.7628336128455,8.18060245560928e-08,1.9342662660722e-05
"PITA_26942",4.71707602250958,0.951337029110657,28.6569795531701,8.64020147912089e-08,2.02453153396806e-05
"PITA_18094",5.70087632208795,0.363030162350035,28.5932025948204,8.92950960728793e-08,2.05528863164559e-05
"PITA_34519",4.26082336401278,1.76276807188417,28.5670045415863,9.05114497843353e-08,2.06501078722875e-05
"PITA_47272",4.05075428408112,3.37308075523412,28.0006595365075,1.21274110597894e-07,2.71915374356951e-05
"PITA_38653",4.02759549619112,1.99028088169925,27.9454976016832,1.24780962246802e-07,2.7738701257069e-05
"PITA_38782",3.96798073074063,3.60527696565528,27.858881541425,1.30493674771586e-07,2.85210923288586e-05
"PITA_17006",1.66803644968116,5.75639333674085,27.7817487076912,1.35801206660897e-07,2.94337798670273e-05
"PITA_08649",3.60122161448529,3.21465573821269,27.7442779556298,1.38457122221209e-07,2.97614156351358e-05
"PITA_19528",2.17520755704629,3.79460921965185,27.7146025990426,1.40597390908959e-07,2.99737503291074e-05
"PITA_16273",3.71108178073664,4.93694008392591,27.6570611759392,1.44842374219304e-07,3.06276854558526e-05
"PITA_34562",3.94766997505445,2.83120865110741,27.5501134896772,1.53076387464538e-07,3.21077722706868e-05
"PITA_44277",2.53924947697533,3.9284712109158,27.3447764877228,1.7022364822181e-07,3.51376735444529e-05
"PITA_45156",3.21335316372321,7.14943651071111,26.8338212018349,2.21722785068185e-07,4.54077788727436e-05
"PITA_10661",3.30591778432221,5.88057821533097,26.7722623597044,2.28899412301402e-07,4.65112876136496e-05
"PITA_35549",5.56479842351455,0.240299006469147,26.7175702881243,2.35470596315282e-07,4.74756181361564e-05
"PITA_30524",5.02347049133209,0.458575986721863,26.5612110272024,2.55318777488641e-07,5.10814314130927e-05
"PITA_47065",3.43800605473966,2.92332903233852,26.5426247353072,2.57786980332459e-07,5.1181538713488e-05
"PITA_13788",3.23201625769129,6.45758891306735,26.4887760678176,2.65073773697206e-07,5.22295740915957e-05
"PITA_04101",2.67393871300727,3.23065390060435,26.429943338912,2.73271234449271e-07,5.34399363668502e-05
"PITA_02618",2.62208209596069,2.69124780370892,26.3187814784871,2.89460056114869e-07,5.6183332832027e-05
"PITA_30206",3.26944215496002,2.13059871512674,26.1487673262825,3.16098834906971e-07,6.08993673858919e-05
"PITA_19250",2.43137478586058,3.98098906122139,25.8862309048216,3.62143128548892e-07,6.9257210517854e-05
"PITA_33906",1.86071155153281,6.05684398773197,25.5859757476065,4.23103360826855e-07,8.03247832974137e-05
"PITA_43247",2.629267696044,3.01210918191475,25.5660808115783,4.27488405523953e-07,8.05691734729891e-05
"PITA_32221",4.75652955507561,3.19068766688697,25.5244475815956,4.36812782508386e-07,8.17342709371268e-05
"PITA_13694",4.36326651550789,4.46806761919617,25.4107305085567,4.63333696756376e-07,8.60774722781185e-05
"PITA_03936",3.92176339632536,1.69205807201693,25.366124030711,4.74172289985764e-07,8.746629142014e-05
"PITA_20841",4.77601022252018,3.09086596187267,25.3461379365718,4.7911067077993e-07,8.77548551853183e-05
"PITA_28566",4.27377483170508,0.851569437229415,25.1867124889806,5.20395063745925e-07,9.33445187101225e-05
"PITA_38641",4.4826216671782,1.06973744879662,24.9077885999881,6.01389665026101e-07,0.000107133861627835
"PITA_31896",3.06597859540582,3.08973826016042,24.8700603544198,6.13275215990883e-07,0.000108507993827938
"PITA_45350",4.40401567850121,1.99175019042203,24.8145993420136,6.31176056147589e-07,0.000110920662461775
"PITA_43456",5.0298317162045,3.10832823965055,24.702297967299,6.6904354868157e-07,0.000116786266158785
"PITA_26310",3.32830610733258,3.10723293192275,24.471178833986,7.54297707195846e-07,0.000130790193776378
"PITA_34684",2.17264000761798,6.89920140771363,24.4435128891265,7.65207324053406e-07,0.000131047881011905
"PITA_02206",1.87067412231596,5.23380445513009,24.4418678797719,7.65860967888409e-07,0.000131047881011905
"PITA_22324",3.71110299738677,3.04251199562399,24.2551774958479,8.43799566478007e-07,0.000143440411271415
"PITA_33791",4.54615147531899,0.866677204075782,24.2066149890161,8.65345522204376e-07,0.000146147868097491
"PITA_35391",1.5993083480577,6.48234809303751,24.1461946060603,8.92924365556383e-07,0.000149832708540361
"PITA_20002",3.71031327887829,1.37143310952729,24.0331786992285,9.4689878113409e-07,0.000157871092298183
"PITA_16466",4.25063665282157,2.16436717162067,24.0030318091444,9.61841251316058e-07,0.000159340949716429
"PITA_08442",1.55202350098666,5.53559201718244,23.9534685397686,9.86923270649351e-07,0.000162461312318475
"PITA_41099",3.7608708875449,3.0789873205802,23.9139303262185,1.00740153262815e-06,0.000164789348818399
"PITA_41039",2.58727483210271,4.66199143668581,23.4706208732715,1.26835905651898e-06,0.000206179691881263
"PITA_10820",2.64838137828763,4.83703699842752,23.3866684549026,1.32493592766892e-06,0.000214038872936278
"PITA_25296",3.07492836376878,6.04027439909004,23.2969607093422,1.38819193713566e-06,0.000222873358598527
"PITA_41395",3.39315985501104,2.52086644976322,23.2619315039111,1.41370676228073e-06,0.0002255772955838
"PITA_42431",3.74729997849388,7.77659738285964,23.0323817329413,1.59295594671806e-06,0.000252629214745061
"PITA_32390",1.71611853977033,5.29591482469116,23.0013355334466,1.61888895512961e-06,0.000255185956569491
"PITA_46887",3.48118989137875,7.7020432920472,22.8706117047176,1.73281088449044e-06,0.000271498062016336
"PITA_41201",5.11533311844876,5.87577356560246,22.8317061235468,1.76824399128561e-06,0.000274611382073473
"PITA_23329",4.00518439187971,1.07667239555832,22.7279532388922,1.86633091166071e-06,0.000287227222966766
"PITA_30741",4.63887869266927,5.56955581478595,22.7068717608084,1.88691873554284e-06,0.00028868746701608
"PITA_07948",3.59782367411147,1.69235850651282,22.6794313084165,1.91405827092613e-06,0.000290934866437231
"PITA_07595",3.32310140832854,1.16211427329261,22.669496839153,1.92398004641484e-06,0.000290934866437231
"PITA_15425",1.78482079886919,4.56917156019214,22.58086616653,2.0148125368323e-06,0.000300701937640896
"PITA_05293",3.28637283526462,3.4577367370815,22.5728329284882,2.0232549920088e-06,0.000300701937640896
"PITA_35022",2.26046007982118,3.30460826587229,22.2978989474556,2.33461907176515e-06,0.00034112981706483
"PITA_26369",1.55327829840456,5.96042177959873,22.2662820034423,2.37337717145379e-06,0.000344855680739339
"PITA_04044",1.82031557763732,7.51035970459139,22.2040788728342,2.45152430989375e-06,0.000354231643200147
"PITA_27863",2.46897229352204,5.60786542161065,22.1909883544123,2.46829620820215e-06,0.000354684619221711
"PITA_20975",4.13711327708565,4.25603128705107,22.125401129158,2.55407750733981e-06,0.000364994515870336
"PITA_22393",2.26507945104205,5.20936697856912,21.9290460125718,2.82919164178057e-06,0.000393933234311232
"PITA_25485",4.46835376532924,0.717435799713009,21.9269328881992,2.8323086168711e-06,0.000393933234311232
"PITA_18399",3.04995817415228,5.09377580913844,21.8435952832113,2.95802299700618e-06,0.000409229894303903
"PITA_35674",3.76885166348381,6.19539120934744,21.7998797096914,3.02619106488427e-06,0.000416445520669709
"PITA_41111",3.58673981185515,2.09885719614826,21.7424532439881,3.11814047681576e-06,0.000426840608744743
"PITA_27740",4.33698401754223,0.318870022260458,21.6851717201966,3.21265061997355e-06,0.000437475549606765
"PITA_45790",2.95221036046281,2.86416859650949,21.367546279928,3.79134895853275e-06,0.000513589557617074
"PITA_38247",1.43803643565426,6.79142793256685,21.2890069908355,3.94990158083701e-06,0.000532295286093212
"PITA_36140",4.90886011270019,3.2841324025812,21.2527218512139,4.02538356863798e-06,0.000539671140395388
"PITA_19648",4.60692992579994,0.11578375908198,21.2026495136898,4.131929216986e-06,0.000551114600023532
"PITA_48756",2.97972192762912,1.83866261496201,21.1119399493682,4.33220382621832e-06,0.000574879027123022
"PITA_28479",3.56774849761743,6.78615212819871,21.0795836982121,4.40597545941654e-06,0.000581700587431293
"PITA_13193",1.58231644894861,6.38366881337692,20.9295641096818,4.76483791351198e-06,0.000625902370164309
"PITA_34591",1.83258061272618,5.15272458084553,20.8981686193989,4.84357452280916e-06,0.000633047888260017
"PITA_46440",4.24305952046747,0.572732740239877,20.8671804392182,4.92257008801956e-06,0.000640155627096504
"PITA_05188",2.58079022898055,7.47588122454791,20.7945961106498,5.11270217106305e-06,0.000661214957941917
"PITA_10539",4.60248455878122,1.64679144384196,20.7861298167832,5.13535397378858e-06,0.000661214957941917
"PITA_01197",2.3324944436437,2.59879718711241,20.7474552708954,5.24011659049526e-06,0.000671380258138872
"PITA_17848",4.93184215755714,0.856637509715542,20.6923216724218,5.3931834805286e-06,0.000687604456593473
"PITA_14098",3.86669033906938,3.16588312921338,20.5914217433264,5.68502813476184e-06,0.000717776197849615
"PITA_41916",3.57694985819948,3.64097961876718,20.580771263068,5.71674416070152e-06,0.000718293714375294
"PITA_11995",2.24973252789407,5.16670395717022,20.5556317091378,5.79231329160366e-06,0.000724289790390959
"PITA_04854",3.41353939299221,2.14041522423149,20.4504049624179,6.11966060475524e-06,0.000761561017555402
"PITA_43376",3.5719280409841,7.03927254602501,20.3940080967462,6.30268281732794e-06,0.000780602273313725
"PITA_23638",3.10887141225812,1.78312646758798,20.3426928748447,6.47398401720281e-06,0.000798018247883544
"PITA_21435",2.03466302932638,4.79582001717326,20.2501200903438,6.79491970890621e-06,0.000833627673155385
"PITA_19393",3.89768506676628,0.750670992322322,20.182730249861,7.03855157581231e-06,0.000853342662895309
"PITA_21954",2.29505552582143,4.88063416180708,20.1504378331844,7.1583859961121e-06,0.000861955839689258
"PITA_37344",2.98019556837549,1.52685935821914,20.1051948977678,7.32973160074482e-06,0.000878520687574986
"PITA_04147",4.52592989548228,0.0399000395731337,20.0897629633114,7.38911276900006e-06,0.00088157538536203
"PITA_44262",2.21721257933263,3.77292865411783,20.038226098505,7.59094550555052e-06,0.000901520098876089
"PITA_38928",3.47109287182574,1.55507650327903,20.0038402253553,7.72867935683427e-06,0.000909571137519921
"PITA_49543",1.92267866614249,4.74550489484476,19.8963720899799,8.17553221878552e-06,0.000956748340235262
"PITA_32589",3.26594021447411,2.72701078658435,19.8899324713349,8.20311737754098e-06,0.000956748340235262
"PITA_30628",3.2053876248269,1.41961944145731,19.8552389304295,8.3533486628082e-06,0.000969877938651719
"PITA_49866",3.90371479875289,1.46060487784534,19.8468083946709,8.39027014482052e-06,0.000969877938651719
"PITA_23882",1.905212772163,4.6345472756475,19.6246177276032,9.42470106367843e-06,0.00108463296444784
"PITA_06935",2.91896319784466,1.50829409712576,19.2883958698578,1.12387319939394e-05,0.00128770123537608
"PITA_48965",3.57082905296027,2.81571872462619,19.2514516387783,1.14583221100637e-05,0.00130710306912564
"PITA_03190",3.23218631538982,5.27091598023569,19.1893161192165,1.18374057718103e-05,0.00134445016034504
"PITA_48672",2.82007043078393,4.80294443407357,19.1178512858322,1.22890071720241e-05,0.00138967298929207
"PITA_24394",1.72313475283807,6.17965605616824,18.837867058928,1.42313467311358e-05,0.00160235106982732
"PITA_29308",3.81023754823187,2.26117233839827,18.812663417282,1.44206471638001e-05,0.00161666643139344
"PITA_37789",4.29280620387396,2.63141538729213,18.7688858710039,1.4755484544983e-05,0.00164710471043117
"PITA_01815",4.01002734021239,1.6385478957908,18.6762542668783,1.54899567755022e-05,0.00171437568414483
"PITA_36035",3.90895571069693,1.30791537550063,18.6647334198071,1.55838363299088e-05,0.00171745762332457
"PITA_51729",2.47652076459124,1.95834269906846,18.6549748974067,1.5663802195061e-05,0.00171898662992127
"PITA_20515",3.65869534500209,4.55563850670361,18.5722002617627,1.63588868604526e-05,0.001787723900645
"PITA_45773",1.41085532654931,6.48265406728906,18.537126711804,1.66626782639292e-05,0.00181330376136625
"PITA_20665",4.41652470397075,2.97692505654878,18.5109402366427,1.68931830967177e-05,0.00183072832984388
"PITA_40527",2.70873186636491,1.72766725786553,18.4258482412593,1.76645481198147e-05,0.00190231587809165
"PITA_46930",2.27058125615492,3.74437164950922,18.4220229465282,1.77000439270322e-05,0.00190231587809165
"PITA_04332",2.90364649162302,1.25250804771253,18.4005904967243,1.79002500888379e-05,0.00191591606815056
"PITA_31270",2.3474668387844,2.98596772838193,18.2636332012499,1.92344359884295e-05,0.00204191202295128
"PITA_02304",2.00527644567225,4.80936853681053,18.2063230198466,1.98219668208603e-05,0.00209572981725104
"PITA_01830",3.88142610155988,0.701794196069989,18.1645386783667,2.02616648660015e-05,0.00213354510728677
"PITA_15529",3.48837266648216,4.5336241459627,18.0727986153492,2.12617332006079e-05,0.00222982426941375
"PITA_13989",3.0568102667171,5.89244539439056,18.0083687605945,2.19935965304366e-05,0.00229731506891617
"PITA_05740",2.35034642195072,1.83355139678803,17.9148096080789,2.31016451239711e-05,0.00240340275211746
"PITA_07904",3.76864560442962,3.01370577373191,17.8654006721011,2.37092685811176e-05,0.00244704113700908
"PITA_06853",1.25183929216298,7.96217153236827,17.8414558936448,2.400948904589e-05,0.00246073443361823
"PITA_22694",2.49988055834922,4.65821394441786,17.8338505257795,2.41056424240536e-05,0.00246073443361823
"PITA_07118",2.71804823795068,2.35304328664091,17.832261979188,2.41257749460821e-05,0.00246073443361823
"PITA_00470",2.7121512544631,4.97601142694595,17.8094431836986,2.44168414408302e-05,0.00248069386341622
"PITA_48310",2.82504121070205,3.51959874163643,17.7612268872728,2.50435249348414e-05,0.00252530801953433
"PITA_38499",3.40149775968879,3.45608994209648,17.7607233208605,2.50501545249666e-05,0.00252530801953433
"PITA_06926",2.08810972737948,2.56205766691991,17.7334142958159,2.54123388949543e-05,0.0025519286576018
"PITA_08476",2.39720608077018,2.90107247190324,17.7160073705679,2.56459384628967e-05,0.00256548159031339
"PITA_29147",2.80518805382387,2.16652282187969,17.591837913129,2.73760813290265e-05,0.00272806321565766
"PITA_12671",2.46786171432345,2.70683395026721,17.4545953223096,2.94252121316731e-05,0.00292107000890338
"PITA_14470",2.28128595244726,4.26883584533837,17.4435492957054,2.9596691822233e-05,0.00292692151180403
"PITA_40601",1.23099393027118,7.91086844084065,17.416601377924,3.00192597901611e-05,0.0029574656359178
"PITA_14731",3.39131996644391,3.17761998129776,17.3920940468305,3.04088196296802e-05,0.00298453958395605
"PITA_07558",2.62461602720786,2.9937788747656,17.3476539771569,3.11282293429473e-05,0.00303617643097499
"PITA_32996",1.52223458978885,5.1198773012162,17.3452025866785,3.11684073616948e-05,0.00303617643097499
"PITA_18840",4.11451988419098,0.140029380058984,17.2680219171338,3.24603993096442e-05,0.00315023330464379
"PITA_11637",1.87563829704874,5.36537129049354,17.2178884872546,3.33283284890989e-05,0.0032224405043605
"PITA_17809",2.34120959535012,4.00801926896399,17.0750300836658,3.59316412000972e-05,0.0034485094316359
"PITA_07352",4.00697008118765,2.37707666806566,17.0139010895413,3.71071503340014e-05,0.00354562909873807
"PITA_23709",2.0703796699802,6.7014180371174,16.8603467481042,4.02333951041411e-05,0.0038052013573222
"PITA_08602",1.37850295380219,5.80565189995614,16.8338375143522,4.07993069447611e-05,0.00384474338524019
"PITA_39192",2.43419521365671,2.09299073091461,16.7921463220129,4.17055526353294e-05,0.00391595566242702
"PITA_19617",1.42147427444364,6.26251968173787,16.7619707879723,4.23740809382062e-05,0.0039644153637475
"PITA_38559",1.49989377963851,5.58030210565988,16.6869733373608,4.40826642243323e-05,0.00410948392046832
"PITA_27518",2.76157004887119,4.35360702357295,16.6441360267432,4.50894858750559e-05,0.00418833013615832
"PITA_13108",2.48426901395611,3.06003727478858,16.5629344159471,4.7061891850125e-05,0.00432520404639541
"PITA_03905",1.9876126747524,5.95175426845974,16.5134650343147,4.83058063259844e-05,0.00442389336877651
"PITA_08957",2.68983000982656,1.89154295135474,16.3606318478877,5.2361599420618e-05,0.00475216868909786
"PITA_21725",1.96000254108754,3.77131591936817,16.3581401513193,5.24304846673674e-05,0.00475216868909786
"PITA_13936",1.47083428627081,4.55291665056952,16.3578511772111,5.24384795175164e-05,0.00475216868909786
"PITA_31996",2.42709164218103,2.11442864582831,16.2616955803577,5.51679965462862e-05,0.00493080557447546
"PITA_11125",1.58758673460244,3.94424113694608,16.2452566883152,5.56487399883521e-05,0.00495673999437346
"PITA_22084",1.50265101983033,6.89213125007193,16.2368671214942,5.58957081510733e-05,0.00496174564266644
"PITA_14640",2.23833668411726,4.68837605860288,16.1714269075815,5.7860324971892e-05,0.00509058668657146
"PITA_25719",1.65898172490899,4.09102991124151,16.1690061430554,5.79343173218944e-05,0.00509058668657146
"PITA_28503",4.09226200476573,3.29752560494588,16.1414913332396,5.87820442024523e-05,0.00514768413354068
"PITA_44727",3.99112985694463,3.15390460803097,16.1323078389611,5.90677540358062e-05,0.00515534635811169
"PITA_47910",2.37626086487843,2.35298186728357,16.1146389603536,5.9621389103104e-05,0.00518626324141348
"PITA_46665",3.57819085403546,2.82607121677254,16.1069574363682,5.98637060859045e-05,0.00518998377196097
"PITA_31428",2.62610894324174,1.09964718680244,16.0020561353702,6.32737279594648e-05,0.00544850294014018
"PITA_39044",1.899264206223,5.0039062088645,15.9980955951721,6.34062326407939e-05,0.00544850294014018
"PITA_17285",2.38161387785062,2.50606559662419,15.9960719676904,6.34740432489705e-05,0.00544850294014018
"PITA_49179",3.89097282066389,2.88998897088214,15.9892182118832,6.37042510454064e-05,0.00545027587315781
"PITA_37224",3.64683551703075,2.3527803033231,15.935766539505,6.55286698116374e-05,0.00556743652911389
"PITA_28004",2.14653015993626,4.74308923524593,15.9143352592583,6.62748423563452e-05,0.00559656615209799
"PITA_05137",1.67850385051386,5.0164508152162,15.8508687788372,6.85350647823614e-05,0.00575763502767065
"PITA_08785",3.47521386770208,2.95351207316017,15.8483879889275,6.86249705324273e-05,0.00575763502767065
