"","Ha1","Ha2","Ha3","Ctr1","Ctr2","Ctr3"
"PITA_05282",800,399,350,241,577,182
"PITA_40707",76,38,39,49,44,47
"PITA_50787",2,0,0,0,0,0
"PITA_23877",271,238,247,207,245,286
"PITA_50864",0,0,2,0,0,0
"PITA_19791",1,0,1,0,0,0
"PITA_16358",458,243,333,387,506,295
"PITA_27036",3,1,11,6,1,7
"PITA_16626",858,324,538,578,533,532
"PITA_42664",0,0,0,0,0,0
"PITA_29334",28,22,40,14,45,31
"PITA_33880",8,25,14,21,15,16
"PITA_24188",66,40,58,65,38,71
"PITA_33320",31,0,2,17,9,13
"PITA_15166",0,0,0,1,1,3
"PITA_32940",0,0,1,0,0,0
"PITA_37471",1,3,0,0,0,11
"PITA_34861",29,16,20,28,43,48
"PITA_36362",56,41,37,50,32,29
"PITA_12217",19,11,25,26,26,36
"PITA_25186",0,0,0,3,2,2
"PITA_39831",26,24,44,39,32,28
"PITA_47661",0,1,1,2,1,0
"PITA_03587",492,366,492,565,743,566
"PITA_10100",0,0,0,0,0,1
"PITA_24919",137,218,193,488,1588,1980
"PITA_41849",20,8,10,12,11,19
"PITA_05223",0,0,1,0,2,0
"PITA_48979",2133,1467,1743,1826,1484,1896
"PITA_09028",714,514,709,554,700,438
"PITA_06945",16,6,5,14,3,18
"PITA_46345",0,0,0,0,0,0
"PITA_46310",376,248,286,250,364,381
"PITA_42409",0,0,0,0,0,0
"PITA_05334",5,0,4,8,7,21
"PITA_41116",0,0,0,0,0,0
"PITA_44988",1380,955,1114,1221,1158,1710
"PITA_11474",0,0,0,0,0,0
"PITA_09835",0,10,16,4,8,0
"PITA_10408",4,2,5,9,0,4
"PITA_12865",84,85,60,69,84,100
"PITA_48447",0,0,0,0,0,0
"PITA_19230",81,28,64,48,60,51
"PITA_32566",4,4,3,4,7,1
"PITA_09394",0,0,1,0,0,0
"PITA_51189",0,1,0,0,0,0
"PITA_02537",3,4,2,0,5,1
"PITA_51472",1,1,1,0,0,1
"PITA_39644",0,1,0,0,0,0
"PITA_01502",0,1,2,0,2,0
"PITA_15511",708,425,602,687,788,872
"PITA_26484",24,8,32,16,23,9
"PITA_17657",388,222,295,390,251,343
"PITA_27319",1289,870,1123,1093,922,1365
"PITA_42300",6,0,6,2,1,0
"PITA_06500",4,2,3,3,4,4
"PITA_43902",3,0,1,0,3,0
"PITA_25922",0,0,0,0,0,0
"PITA_36199",3,1,4,0,1,0
"PITA_06262",449,281,327,450,381,497
"PITA_35840",28,29,51,21,59,65
"PITA_15632",1297,1019,1132,1238,1163,1001
"PITA_44957",0,0,0,0,2,33
"PITA_18971",1,0,1,0,0,0
"PITA_02805",1,0,0,0,0,0
"PITA_24219",0,0,0,0,0,1
"PITA_00218",0,1,0,0,0,0
"PITA_02670",47,27,33,29,38,79
"PITA_16151",19,35,19,22,12,11
"PITA_40097",393,255,313,152,164,466
"PITA_44149",0,0,0,0,0,0
"PITA_06854",0,0,0,0,0,0
"PITA_06024",21,14,19,20,22,20
"PITA_19773",5,3,1,1,6,5
"PITA_39531",0,0,1,0,0,0
"PITA_35435",0,0,0,0,0,0
"PITA_26024",7,10,16,6,0,7
"PITA_39098",0,0,0,0,0,0
"PITA_18803",0,0,0,0,0,0
"PITA_34015",0,0,0,0,0,0
"PITA_47640",0,0,0,0,0,0
"PITA_23237",2,0,0,0,1,0
"PITA_47195",177,99,156,148,152,227
"PITA_17878",33,53,59,55,35,77
"PITA_30837",915,597,741,725,988,1207
"PITA_46724",0,2,0,0,0,0
"PITA_24594",7,3,6,5,6,4
"PITA_02580",3,0,0,0,1,0
"PITA_43535",1,2,1,2,0,1
"PITA_28619",54,193,121,620,212,196
"PITA_37997",82,75,79,101,85,93
"PITA_33333",0,0,0,0,0,0
"PITA_21215",354,232,231,744,579,119
"PITA_09909",9,4,6,8,8,0
"PITA_16044",25,17,16,27,44,10
"PITA_35889",0,0,7,0,0,0
"PITA_26365",6,0,9,5,1,9
"PITA_17459",243,141,184,227,144,208
"PITA_16959",37,22,26,36,42,12
"PITA_00449",0,0,0,0,0,0
"PITA_39574",0,0,0,0,0,0
"PITA_00301",0,0,1,0,0,0
"PITA_26887",61,50,57,22,19,12
"PITA_04512",414,281,333,344,451,488
"PITA_33080",1323,835,1069,1237,1038,1367
"PITA_27417",0,0,0,0,0,0
"PITA_32619",11,13,9,22,35,17
"PITA_24663",161,111,118,121,157,165
"PITA_08139",105,67,71,102,100,62
"PITA_32852",71,47,49,73,50,65
"PITA_31380",0,0,0,0,0,0
"PITA_39109",295,232,254,135,121,299
"PITA_30152",0,0,0,0,0,0
"PITA_31892",14,0,2,4,2,8
"PITA_01357",331,272,256,333,273,282
"PITA_23420",1,0,0,0,0,0
"PITA_14759",564,84,337,50,96,2
"PITA_00953",0,0,0,0,0,0
"PITA_46255",1,0,1,0,0,0
"PITA_33592",55,16,37,16,19,61
"PITA_40521",7,13,0,3,1,1
"PITA_32122",803,461,616,365,291,726
"PITA_37887",8,2,4,1,6,1
"PITA_11410",6,4,2,7,5,5
"PITA_00340",33,23,31,35,4,2
"PITA_48843",146,153,195,127,119,177
"PITA_01307",137,65,111,99,203,59
"PITA_49630",0,0,0,0,0,0
"PITA_16010",0,0,0,0,0,0
"PITA_22334",0,0,0,0,0,0
"PITA_36113",453,141,209,198,156,51
"PITA_01415",37,0,28,35,5,47
"PITA_00049",0,0,0,0,0,0
"PITA_50667",23,21,14,25,10,9
"PITA_36034",1020,667,734,1203,822,1253
"PITA_31972",44,22,34,32,8,18
"PITA_47757",617,566,361,256,0,571
"PITA_04753",23,18,19,14,22,39
"PITA_18743",1438,791,1007,1240,1048,1091
"PITA_31846",0,0,0,0,0,0
"PITA_10524",6,4,10,12,2,1
"PITA_04783",66,58,132,191,150,169
"PITA_43929",320,252,294,218,134,286
"PITA_02531",0,0,2,0,0,0
"PITA_06165",0,0,1,0,0,0
"PITA_41669",16,14,13,3,6,13
"PITA_04593",0,0,0,0,0,0
"PITA_01830",20,46,12,2,1,3
"PITA_03149",6,5,5,5,0,2
"PITA_25355",23,16,23,2,0,13
"PITA_26072",0,0,0,0,0,0
"PITA_17598",6,10,10,70,16,46
"PITA_06664",46,59,115,102,97,109
"PITA_34321",1091,457,701,2091,1597,374
"PITA_02295",0,0,0,0,0,0
"PITA_36194",8,15,8,0,0,0
"PITA_12921",3,0,3,2,4,0
"PITA_38343",12,18,8,31,0,71
"PITA_42245",14,15,6,4,2,25
"PITA_27856",18,36,25,21,18,26
"PITA_08579",228,153,218,219,282,225
"PITA_22814",2,1,0,0,2,0
"PITA_32013",0,0,0,0,0,0
"PITA_10148",0,0,0,0,0,0
"PITA_47639",51,56,43,57,61,110
"PITA_34595",0,0,0,0,0,0
"PITA_11572",2,0,1,3,0,3
"PITA_26189",399,394,424,467,461,850
"PITA_10575",288,210,225,260,209,311
"PITA_07327",0,0,0,0,0,0
"PITA_35192",0,1,0,0,0,1
"PITA_02605",0,1,2,4,0,2
"PITA_21408",255,125,98,119,128,118
"PITA_35500",6,1,5,2,2,2
"PITA_29873",840,495,536,455,737,946
"PITA_27273",81,83,88,126,48,101
"PITA_02682",2075,1429,1799,1862,1834,3097
"PITA_23676",16,2,14,25,20,24
"PITA_45252",0,0,0,0,0,0
"PITA_47067",51,40,45,37,37,56
"PITA_07189",0,0,0,0,0,0
"PITA_28492",88,73,84,120,106,140
"PITA_14395",0,0,0,0,0,0
"PITA_46749",39,13,29,11,12,3
"PITA_44658",1360,1169,1589,1802,1155,1871
"PITA_28893",0,0,0,0,117,52
"PITA_46450",237,180,155,327,244,59
"PITA_48003",0,0,0,0,0,0
"PITA_31816",0,0,0,1,0,0
"PITA_39028",0,0,0,0,6,0
"PITA_02314",10,9,7,11,7,8
"PITA_30263",0,0,0,0,0,0
"PITA_20007",0,0,0,0,0,0
"PITA_18825",0,0,0,0,0,0
"PITA_31600",139,80,68,77,80,44
"PITA_35594",819,544,619,718,612,1116
"PITA_48941",243,239,238,311,332,434
"PITA_09620",0,0,0,0,0,0
"PITA_46424",87,77,112,106,52,71
"PITA_31752",244,51,156,97,151,123
"PITA_07261",67,31,23,4,20,0
"PITA_15693",1,0,1,0,0,0
"PITA_36277",28734,14855,18344,19375,21232,17478
"PITA_08335",698,594,778,675,743,736
"PITA_33861",77,80,73,18,6,87
"PITA_16907",29,4,7,20,12,30
"PITA_15248",0,0,0,0,0,0
"PITA_09674",26,21,17,15,6,19
"PITA_16911",0,0,0,0,0,0
"PITA_05283",1657,1219,1495,1818,1391,1772
"PITA_12303",41,15,45,77,39,83
"PITA_33450",668,606,613,661,463,889
"PITA_03658",0,0,0,2,0,2
"PITA_27671",512,332,373,565,542,667
"PITA_47996",0,0,0,0,0,0
"PITA_03134",83,60,61,78,80,112
"PITA_36055",0,0,0,0,0,0
"PITA_23627",162,40,140,80,51,167
"PITA_04618",129,80,73,104,137,91
"PITA_30492",174,168,271,403,385,249
"PITA_00671",1127,559,679,817,1102,919
"PITA_36644",119,50,74,124,88,55
"PITA_48689",4,8,9,14,11,1
"PITA_02331",53,54,22,106,18,14
"PITA_03358",7,3,12,13,5,4
"PITA_43512",416,314,318,379,369,561
"PITA_29677",29,0,26,9,47,19
"PITA_13346",6,7,2,5,8,5
"PITA_05819",2,1,3,0,7,2
"PITA_09628",0,0,0,0,0,0
"PITA_38907",2,1,3,0,0,1
"PITA_19247",6,12,114,14,28,4
"PITA_29300",0,0,0,0,0,0
"PITA_35095",2,2,6,15,11,11
"PITA_29817",12,2,5,1,1,6
"PITA_17660",30,26,38,38,16,26
"PITA_19980",1,0,0,0,0,0
"PITA_35949",197,94,177,178,87,88
"PITA_00818",0,0,0,0,0,1
"PITA_42734",9,3,3,2,8,0
"PITA_14070",451,413,483,480,408,590
"PITA_40926",57,43,76,68,68,50
"PITA_32926",316,220,319,392,358,608
"PITA_49599",7,3,9,2,6,9
"PITA_26218",4064,2827,3471,4503,3030,4756
"PITA_25095",374,232,255,274,321,320
"PITA_31496",0,0,0,0,0,0
"PITA_11204",0,0,2,0,0,0
"PITA_00267",83,60,64,115,143,163
"PITA_21518",353,232,290,300,235,451
"PITA_03726",0,0,0,0,0,0
"PITA_09542",2,0,1,1,1,4
"PITA_01590",339,85,146,51,65,42
"PITA_25418",1,2,0,0,0,0
"PITA_03913",0,43,39,146,30,28
"PITA_25984",382,211,314,416,390,616
"PITA_18646",5,0,0,15,1,13
"PITA_05513",0,0,0,1,0,0
"PITA_41502",0,0,0,0,0,0
"PITA_40788",295,221,245,307,242,242
"PITA_20681",0,1,2,0,2,2
"PITA_29002",0,0,0,0,0,0
"PITA_03830",0,0,0,1,0,0
"PITA_45750",108,105,83,37,35,14
"PITA_00509",0,0,0,3,0,0
"PITA_22097",0,0,0,0,0,0
"PITA_07926",537,487,553,457,613,668
"PITA_19340",574,369,531,59,952,489
"PITA_19648",16,15,22,0,2,0
"PITA_41392",24,18,34,49,22,41
"PITA_01360",6,4,1,3,2,3
"PITA_36415",0,0,0,0,0,0
"PITA_18214",0,0,0,0,0,0
"PITA_33169",61,61,81,52,72,80
"PITA_18794",17,3,2,3,1,3
"PITA_09718",179,27,51,298,108,98
"PITA_20161",316,275,302,321,187,293
"PITA_20822",1,0,4,0,0,0
"PITA_11906",118,181,308,111,74,54
"PITA_11008",11,7,16,15,6,4
"PITA_44256",3,0,1,4,0,1
"PITA_44565",159,98,135,133,147,122
"PITA_14073",18,22,53,42,24,73
"PITA_05288",2,0,0,2,0,0
"PITA_04874",1623,577,991,1409,1338,1578
"PITA_24848",359,270,261,288,312,330
"PITA_02271",0,0,0,0,0,0
"PITA_01853",0,0,0,0,0,0
"PITA_46873",0,0,0,4,0,0
"PITA_38128",12,4,7,4,17,12
"PITA_29615",0,0,0,0,0,0
"PITA_22826",137,228,128,169,291,375
"PITA_13497",0,0,1,2,1,2
"PITA_23506",175,216,214,231,126,208
"PITA_15426",1,0,1,1,6,1
"PITA_35934",9,1,12,12,5,7
"PITA_15285",48,42,52,54,71,60
"PITA_05638",416,228,198,669,436,216
"PITA_30041",86,69,92,101,61,127
"PITA_03656",23,17,18,12,10,16
"PITA_10803",0,0,0,0,0,0
"PITA_15671",81,74,96,64,49,40
"PITA_08510",15,16,8,12,10,22
"PITA_16447",5,0,0,0,0,0
"PITA_40938",2,1,4,9,3,11
"PITA_18282",763,527,754,855,593,890
"PITA_02425",1014,759,916,1098,794,1287
"PITA_31682",24,23,18,98,57,170
"PITA_29028",2,3,0,0,0,1
"PITA_29836",0,2,2,0,0,0
"PITA_33774",25,17,18,16,19,24
"PITA_36527",0,0,0,0,0,0
"PITA_06768",21,8,8,4,41,11
"PITA_44552",28,16,28,33,28,23
"PITA_29586",0,0,0,0,0,0
"PITA_41949",3,8,14,20,41,4
"PITA_41230",0,0,0,0,0,0
"PITA_10439",4,2,2,5,0,0
"PITA_10389",140,122,144,77,173,202
"PITA_39512",95,65,108,64,92,161
"PITA_43134",20,16,9,24,9,15
"PITA_39366",25,13,34,12,13,20
"PITA_23670",56,21,10,16,43,1
"PITA_43241",597,290,361,41,31,540
"PITA_47346",5,0,0,0,1,4
"PITA_21707",994,590,742,854,728,992
"PITA_16632",37,61,39,41,66,24
"PITA_29662",0,0,0,0,0,1
"PITA_28087",341,223,316,435,361,329
"PITA_38050",5,4,6,5,4,7
"PITA_11780",0,0,0,0,0,0
"PITA_49168",2,0,0,0,0,0
"PITA_19402",42,11,37,40,20,111
"PITA_49393",6,2,8,0,0,13
"PITA_02716",29,21,85,90,123,3
"PITA_05117",110,80,94,117,90,99
"PITA_01460",1,3,2,4,0,0
"PITA_07845",0,0,0,0,0,0
"PITA_22320",1,2,14,16,13,0
"PITA_48911",0,0,0,2,4,5
"PITA_16130",5,2,10,5,13,9
"PITA_20320",320,234,440,382,329,281
"PITA_50957",168,118,163,172,90,210
"PITA_05589",56,49,43,70,45,61
"PITA_39640",1438,925,1295,1475,1661,1107
"PITA_35051",837,317,274,261,254,222
"PITA_10756",676,479,566,554,518,759
"PITA_40864",448,287,348,405,422,419
"PITA_48990",0,0,0,0,0,1
"PITA_36517",12552,5536,11667,1279,1657,1171
"PITA_43309",0,0,1,0,0,0
"PITA_31486",0,0,0,0,0,0
"PITA_36921",0,0,0,1,0,0
"PITA_17773",158,93,124,125,114,215
"PITA_15607",0,0,0,0,0,0
"PITA_10435",31,15,3,0,18,4
"PITA_15585",438,218,79,224,149,378
"PITA_41162",29,0,0,0,2,0
"PITA_05277",40,27,16,31,14,42
"PITA_36135",1349,774,1214,2056,2345,916
"PITA_00359",3,3,2,4,1,8
"PITA_30821",120,70,77,70,108,94
"PITA_08875",1308,780,1645,1458,1778,978
"PITA_05692",0,0,1,0,0,0
"PITA_24068",154,126,87,109,62,99
"PITA_42625",17,14,35,37,4,4
"PITA_18440",18,5,11,19,10,15
"PITA_07828",12,18,5,16,11,0
"PITA_30122",35,38,76,89,26,128
"PITA_51299",33,35,40,43,38,54
"PITA_28181",1,0,0,3,0,0
"PITA_50275",366,263,294,352,221,238
"PITA_11610",5,3,14,9,5,1
"PITA_09292",0,50,158,21,45,43
"PITA_31246",58,37,36,110,46,37
"PITA_22698",27,7,26,27,13,50
"PITA_30794",155,41,154,74,84,75
"PITA_39093",0,0,0,0,0,0
"PITA_09971",2328,2869,2466,2876,1881,4770
"PITA_14707",9,4,6,6,2,5
"PITA_13599",1,5,1,7,0,0
"PITA_11784",0,0,0,0,0,0
"PITA_30612",250,162,181,237,176,166
"PITA_46715",17,13,13,18,13,10
"PITA_43415",157,112,181,128,93,127
"PITA_27818",5,5,13,5,3,19
"PITA_47184",1,4,1,0,5,3
"PITA_36851",0,0,0,0,0,0
"PITA_35008",106,76,67,130,94,84
"PITA_44333",8,0,0,1,0,0
"PITA_02183",35,24,22,44,32,33
"PITA_40479",0,0,0,0,0,0
"PITA_27815",77,29,51,49,34,70
"PITA_48982",16,42,39,25,31,49
"PITA_18087",3398,2106,2818,2875,2765,3390
"PITA_05433",0,0,0,0,0,0
"PITA_24113",0,0,0,0,0,0
"PITA_06293",0,0,0,2,0,1
"PITA_13838",0,0,0,0,0,0
"PITA_18791",9,37,20,12,3,32
"PITA_11258",0,0,0,0,0,0
"PITA_06113",0,2,0,0,0,0
"PITA_18026",93,74,103,87,37,143
"PITA_28431",157,112,146,173,119,167
"PITA_04069",166,135,150,104,113,292
"PITA_29470",41,23,25,50,34,45
"PITA_09704",0,0,0,0,0,0
"PITA_28773",0,7,0,6,5,0
"PITA_31355",0,0,0,0,0,0
"PITA_20880",54,17,34,30,37,1
"PITA_28318",0,0,0,0,0,0
"PITA_26488",1,0,0,0,2,0
"PITA_39918",67,33,47,52,31,38
"PITA_25933",4,1,1,0,1,2
"PITA_12973",201,121,137,168,224,95
"PITA_44095",410,341,472,504,342,408
"PITA_13907",327,250,275,280,223,379
"PITA_35941",886,457,702,720,579,844
"PITA_44064",646,332,446,533,430,693
"PITA_36444",0,0,0,0,0,0
"PITA_19040",4,5,7,1,6,19
"PITA_38893",0,1,0,0,0,0
"PITA_27277",614,488,542,1044,683,926
"PITA_40994",0,4,3,0,0,0
"PITA_11758",0,0,1,0,0,4
"PITA_48276",0,0,0,0,0,0
"PITA_03357",40,23,28,43,16,35
"PITA_28403",0,12,13,26,39,18
"PITA_22558",602,380,538,523,452,551
"PITA_16648",0,0,2,1,0,0
"PITA_46729",6,7,13,31,23,4
"PITA_48041",0,0,0,0,0,0
"PITA_41495",0,0,0,0,0,0
"PITA_15234",7,2,3,0,0,6
"PITA_39892",15,16,11,15,6,7
"PITA_45305",7,0,5,0,3,0
"PITA_23306",20,3,1,0,19,1
"PITA_44901",0,0,0,0,0,0
"PITA_10949",0,0,0,0,0,0
"PITA_46942",82,44,73,106,51,125
"PITA_11351",1,0,0,0,2,0
"PITA_22939",557,392,493,492,422,617
"PITA_39941",0,0,1,0,0,0
"PITA_28230",15,15,22,61,18,2
"PITA_15730",0,0,0,0,0,0
"PITA_44067",766,471,648,710,585,571
"PITA_20719",0,0,0,0,0,0
"PITA_41023",126,105,110,138,97,167
"PITA_16705",400,292,331,332,339,476
"PITA_40837",49,41,41,43,36,79
"PITA_42103",35,5,15,10,33,32
"PITA_18542",18,25,14,15,11,18
"PITA_11728",5,1,4,6,8,8
"PITA_30302",0,0,2,5,1,0
"PITA_24939",0,0,0,0,0,0
"PITA_23459",0,0,0,0,0,0
"PITA_39473",1,0,0,0,5,0
"PITA_48860",70,30,21,53,29,14
"PITA_03325",0,0,0,0,0,0
"PITA_48675",43,30,43,41,60,64
"PITA_28226",92,48,102,82,51,106
"PITA_01850",0,1,0,0,0,0
"PITA_32196",313,176,347,269,304,266
"PITA_05673",0,0,0,0,0,0
"PITA_43530",0,0,0,0,0,0
"PITA_12029",446,246,328,341,534,615
"PITA_21775",0,0,0,0,0,0
"PITA_19126",62,79,83,78,63,0
"PITA_47472",0,0,0,0,0,0
"PITA_35686",28,10,14,15,25,14
"PITA_11689",871,588,745,894,733,780
"PITA_13954",0,0,0,0,0,0
"PITA_47592",79,56,49,51,47,58
"PITA_23412",0,0,0,0,3,1
"PITA_09705",1503,1055,1237,1345,1338,1589
"PITA_16949",1,0,3,2,0,4
"PITA_40979",0,0,0,0,0,0
"PITA_36446",17,11,15,26,17,39
"PITA_20938",0,0,0,0,0,0
"PITA_35023",4360,2179,2845,3414,4472,3103
"PITA_26714",18,11,16,25,19,16
"PITA_16830",2349,1259,1485,1713,1469,1622
"PITA_19704",211,193,227,238,122,245
"PITA_39159",0,0,0,0,0,0
"PITA_20434",0,0,0,0,0,0
"PITA_26962",0,0,0,0,0,0
"PITA_43629",0,0,1,0,2,0
"PITA_33689",2,1,5,0,5,8
"PITA_42996",478,394,460,446,458,731
"PITA_01816",0,0,0,0,0,0
"PITA_42466",53,56,56,0,0,51
"PITA_31028",119,146,123,256,124,255
"PITA_12368",35,110,91,77,0,0
"PITA_08271",1,0,1,0,0,0
"PITA_36361",23,38,30,28,30,50
"PITA_47753",0,0,0,1,0,0
"PITA_41516",0,0,0,0,0,0
"PITA_45627",6,2,1,5,7,4
"PITA_12488",0,9,7,6,10,3
"PITA_00934",21,7,29,33,59,5
"PITA_47723",0,0,0,0,0,0
"PITA_09299",0,0,0,0,0,0
"PITA_41608",0,0,0,0,0,0
"PITA_34054",0,0,0,0,0,0
"PITA_36540",0,0,0,0,0,0
"PITA_17469",572,298,422,488,429,490
"PITA_44466",228,213,219,228,274,473
"PITA_33317",36,52,43,52,41,16
"PITA_36207",5,2,1,2,10,5
"PITA_41212",0,0,0,0,0,0
"PITA_34326",0,0,0,0,0,0
"PITA_19181",108,91,108,118,108,158
"PITA_30215",1842,1045,1394,760,787,1943
"PITA_07124",304,222,290,306,248,328
"PITA_13167",5,1,0,1,1,4
"PITA_21794",0,0,2,0,0,0
"PITA_15901",10,0,6,2,5,2
"PITA_20390",150,102,151,155,116,154
"PITA_51319",0,4,0,0,1,2
"PITA_28495",1814,1025,1409,1432,1375,1759
"PITA_07986",0,0,0,0,0,0
"PITA_08623",1054,1244,1403,1310,1596,2148
"PITA_13983",117,81,102,126,109,192
"PITA_45156",3061,2383,2294,220,592,57
"PITA_32893",0,0,0,0,0,0
"PITA_39446",0,0,0,0,0,0
"PITA_30769",0,0,5,0,13,0
"PITA_20823",0,0,0,2,3,0
"PITA_26398",34,39,18,98,31,29
"PITA_26262",94,33,53,77,36,20
"PITA_29587",0,0,0,0,0,0
"PITA_18346",10,9,11,4,4,14
"PITA_13958",42,69,72,68,87,169
"PITA_37409",0,0,0,0,0,0
"PITA_10647",595,466,524,653,431,525
"PITA_12866",303,158,260,38,26,264
"PITA_36861",0,0,0,0,0,0
"PITA_03994",1351,1047,1185,1687,1068,1626
"PITA_32945",2305,1486,1995,2092,2026,2251
"PITA_16223",0,0,0,0,0,0
"PITA_44958",3194,1970,2313,2603,2883,4003
"PITA_13098",2768,1895,2364,2517,2056,3084
"PITA_16523",69,55,44,48,36,86
"PITA_41706",254,138,159,170,166,194
"PITA_48922",59,29,42,62,19,17
"PITA_37038",27,20,22,100,91,27
"PITA_38398",0,0,0,0,0,0
"PITA_06808",55,32,54,46,92,77
"PITA_21633",1,0,0,0,0,0
"PITA_30144",2,0,1,1,0,2
"PITA_44993",14,6,8,5,10,9
"PITA_12331",3,1,4,1,2,2
"PITA_02361",67,78,79,60,124,44
"PITA_34551",0,0,0,0,0,0
"PITA_18096",30,25,25,48,39,60
"PITA_26693",1,0,0,0,0,2
"PITA_01461",12,1,72,11,6,5
"PITA_39989",177,116,119,164,189,137
"PITA_29000",77,66,74,116,44,91
"PITA_01304",7,0,1,0,3,1
"PITA_44035",0,0,0,0,0,0
"PITA_41214",182,129,165,179,108,208
"PITA_35379",0,0,0,0,42,0
"PITA_37718",618,438,499,774,674,966
"PITA_34992",32,20,23,26,17,16
"PITA_25979",301,159,194,232,207,188
"PITA_42301",0,0,0,0,0,0
"PITA_29539",109,86,134,126,214,254
"PITA_41190",15,5,19,12,83,6
"PITA_06218",78,25,75,75,53,49
"PITA_02528",29,27,27,23,12,32
"PITA_28724",9,2,0,0,25,0
"PITA_11642",0,0,0,0,0,0
"PITA_37369",1,2,2,3,0,1
"PITA_33282",46,45,31,38,32,46
"PITA_09202",0,0,0,0,0,0
"PITA_50131",17,11,9,6,6,9
"PITA_02953",0,0,0,0,0,0
"PITA_18701",2,1,6,3,0,0
"PITA_02923",19,26,20,27,28,37
"PITA_19491",183,172,160,191,144,252
"PITA_03983",0,0,0,0,0,0
"PITA_39565",0,0,0,1,0,0
"PITA_13833",0,0,0,0,0,0
"PITA_32263",170,250,201,280,172,524
"PITA_33548",576,369,411,63,122,656
"PITA_40787",0,0,0,0,0,0
"PITA_02303",16,2,20,9,12,11
"PITA_50723",0,0,0,0,0,0
"PITA_24177",282,185,215,233,256,351
"PITA_19957",0,0,0,0,0,0
"PITA_42994",40,30,38,53,40,65
"PITA_24998",0,0,0,8,0,0
"PITA_41418",114,101,81,59,180,114
"PITA_15482",292,201,290,280,219,446
"PITA_18303",0,0,1,0,0,1
"PITA_19431",2504,1792,1541,1569,1065,1382
"PITA_00495",1334,807,957,974,1061,889
"PITA_01267",66,30,80,65,47,16
"PITA_00060",0,2,0,0,0,0
"PITA_43019",741,329,723,506,493,1029
"PITA_13025",5,3,2,19,0,9
"PITA_27548",0,0,0,0,0,0
"PITA_39087",2388,1527,2182,2250,2166,3107
"PITA_50513",40,21,65,44,100,0
"PITA_51323",0,0,0,1,1,0
"PITA_13104",12,12,5,3,11,16
"PITA_32323",0,0,0,0,0,0
"PITA_19630",59,32,59,54,53,69
"PITA_06440",0,0,0,0,0,0
"PITA_26748",1,0,0,1,0,0
"PITA_01164",57,46,51,67,112,51
"PITA_23505",13,7,32,14,21,7
"PITA_31064",889,253,460,385,603,293
"PITA_12649",112,95,71,70,73,97
"PITA_45351",2,0,1,0,0,1
"PITA_31399",0,0,0,0,0,0
"PITA_29964",230,100,126,162,160,183
"PITA_40189",96,28,74,91,45,81
"PITA_11046",36,28,63,51,112,71
"PITA_49317",664,418,502,508,620,463
"PITA_28962",1,0,0,0,1,0
"PITA_15495",0,0,0,7,0,6
"PITA_07190",27,23,28,35,42,55
"PITA_29029",0,0,3,0,1,0
"PITA_01979",54,17,16,37,25,0
"PITA_40781",322,156,242,281,326,390
"PITA_44477",15,1,1,0,0,3
"PITA_27165",14,1,0,0,0,0
"PITA_25857",0,3,7,0,0,0
"PITA_50809",515,372,390,438,336,712
"PITA_50293",0,0,0,0,2,0
"PITA_07109",432,392,422,110,50,323
"PITA_27049",2,0,8,1,11,6
"PITA_50523",97,63,80,96,61,88
"PITA_29048",69,45,60,80,94,86
"PITA_27629",2688,1703,2266,1976,2361,3420
"PITA_22434",800,494,525,736,685,769
"PITA_01251",0,0,0,0,0,0
"PITA_24396",24,4,3,13,13,8
"PITA_32401",1,0,0,0,2,0
"PITA_35696",84,74,73,54,147,89
"PITA_17491",0,0,0,3,0,0
"PITA_02205",10,11,0,21,22,28
"PITA_49736",2325,1475,1773,2146,2343,2187
"PITA_02466",11,2,6,11,16,12
"PITA_09318",0,0,0,0,0,1
"PITA_41011",208,153,201,178,134,243
"PITA_18093",1,2,0,3,5,5
"PITA_18251",18,18,23,15,14,24
"PITA_02889",0,0,0,0,0,0
"PITA_11659",96,66,52,97,109,116
"PITA_08412",2,0,2,0,2,1
"PITA_36937",0,0,0,0,0,0
"PITA_29340",3,0,2,0,0,0
"PITA_03392",15,11,8,8,3,13
"PITA_03349",58,57,72,62,63,104
"PITA_06470",316,215,231,254,270,225
"PITA_38923",2,0,1,1,1,2
"PITA_09649",107,87,78,116,78,127
"PITA_08502",0,0,0,0,0,0
"PITA_13652",0,1,1,5,1,1
"PITA_24209",0,0,0,0,0,0
"PITA_03723",32,0,7,0,7,4
"PITA_25593",1007,614,957,1063,1146,1438
"PITA_31350",0,0,0,0,0,0
"PITA_00238",4,1,14,5,3,2
"PITA_45869",106,80,60,68,161,245
"PITA_02570",1,0,2,0,0,0
"PITA_16862",0,0,0,0,0,0
"PITA_18097",26465,16153,19950,125,48,7638
"PITA_21880",15,7,13,2,4,9
"PITA_14902",73,0,44,0,1,0
"PITA_20862",1,1,0,0,0,5
"PITA_14287",0,0,0,0,0,0
"PITA_15354",671,639,706,854,660,1048
"PITA_14777",25,15,42,69,52,61
"PITA_45669",13,1,3,0,3,6
"PITA_13573",0,0,0,0,0,0
"PITA_13460",0,0,1,0,0,0
"PITA_28812",0,0,0,0,0,0
"PITA_47051",971,492,695,756,782,971
"PITA_12867",327,188,247,1,1,150
"PITA_44715",0,0,0,3,0,0
"PITA_15252",1,0,0,0,0,1
"PITA_10491",0,0,0,0,0,0
"PITA_13377",0,0,0,0,0,0
