"","Ha1","Ha2","Ha3","Ctr1","Ctr2","Ctr3"
"PITA_08065",4,4,5,0,0,0
"PITA_18888",0,0,3,0,3,0
"PITA_12925",0,0,3,0,0,0
"PITA_21606",0,0,0,0,0,0
"PITA_28490",3,2,2,4,2,2
"PITA_37433",52,75,80,129,106,111
"PITA_42539",26,18,17,27,16,40
"PITA_15696",37,31,44,35,28,47
"PITA_43291",0,0,0,0,0,0
"PITA_16267",280,124,164,136,212,244
"PITA_48439",9,10,14,13,7,15
"PITA_27249",18,11,24,16,10,7
"PITA_51695",0,0,0,0,0,0
"PITA_32513",0,2,0,0,0,2
"PITA_21036",11,7,6,4,3,8
"PITA_07317",0,0,0,0,0,0
"PITA_22953",2879,1690,2206,2593,1921,2787
"PITA_08927",0,0,0,0,0,0
"PITA_13905",0,0,0,0,0,0
"PITA_08728",7,2,2,7,15,2
"PITA_11501",52,49,74,65,29,47
"PITA_20394",1018,679,895,847,809,1005
"PITA_06999",7,0,0,0,0,1
"PITA_27822",141,0,95,161,0,0
"PITA_35720",1,1,0,0,0,2
"PITA_02817",35,23,27,38,36,63
"PITA_37665",1,0,0,0,0,0
"PITA_39465",332,205,256,311,261,336
"PITA_08283",130,90,149,125,144,183
"PITA_02043",1049,690,786,925,912,1039
"PITA_06068",4,24,6,0,5,0
"PITA_18307",53,51,40,82,89,115
"PITA_45375",0,0,0,0,0,0
"PITA_14639",79,55,76,64,72,65
"PITA_38562",581,348,403,441,529,676
"PITA_21543",4,2,4,3,7,2
"PITA_27993",591,445,586,571,488,345
"PITA_01037",669,505,562,448,444,573
"PITA_37627",0,0,0,0,0,0
"PITA_10602",0,0,0,0,0,0
"PITA_30927",370,281,273,254,216,259
"PITA_16646",0,0,0,0,0,0
"PITA_30159",3,3,1,7,47,15
"PITA_10702",0,0,0,0,0,2
"PITA_01312",467,267,422,494,428,526
"PITA_31943",0,0,0,0,0,0
"PITA_28814",141,89,109,129,104,139
"PITA_20083",0,0,0,0,0,0
"PITA_22272",77,28,53,74,84,38
"PITA_25880",0,0,0,0,0,0
"PITA_50102",125,127,120,140,188,228
"PITA_06017",378,271,243,388,189,384
"PITA_02676",43,43,61,41,51,84
"PITA_09282",72,57,79,21,77,106
"PITA_46212",1530,645,1478,991,2160,1171
"PITA_06743",2757,1238,1633,3269,3109,1990
"PITA_11416",11,7,7,4,2,1
"PITA_14887",1,0,0,0,0,0
"PITA_33430",7,8,7,15,5,8
"PITA_51146",3,2,4,4,1,2
"PITA_24780",4,2,6,0,0,0
"PITA_28800",2,0,0,0,0,0
"PITA_41601",0,0,0,3,1,3
"PITA_38951",0,0,0,0,0,0
"PITA_19943",21,17,32,37,17,34
"PITA_10325",6,2,3,1,3,0
"PITA_20888",0,0,0,0,0,0
"PITA_21807",0,0,1,0,0,0
"PITA_35033",0,0,0,0,0,0
"PITA_04527",0,0,0,0,0,0
"PITA_12267",714,486,646,750,557,698
"PITA_16636",190,140,240,289,344,460
"PITA_01446",4,1,0,5,1,6
"PITA_25719",351,209,229,98,107,60
"PITA_35361",0,0,0,1,1,0
"PITA_04068",2,1,3,0,0,0
"PITA_21639",0,0,0,0,0,0
"PITA_01466",377,268,330,291,283,332
"PITA_20346",78,54,60,70,31,83
"PITA_23428",0,0,0,0,0,0
"PITA_51719",2,0,3,2,1,0
"PITA_38653",136,18,81,7,5,2
"PITA_21732",11,1,10,13,5,9
"PITA_06816",4527,2670,3234,3831,3973,6084
"PITA_29486",10,0,14,5,7,16
"PITA_05193",0,0,0,0,0,0
"PITA_12926",110,47,59,73,97,145
"PITA_23707",43,20,25,43,21,9
"PITA_06559",79,46,97,89,122,100
"PITA_06240",0,0,0,0,0,0
"PITA_31951",0,0,0,0,0,0
"PITA_23513",32,16,36,19,28,24
"PITA_11391",0,0,1,0,3,0
"PITA_23557",50,13,55,80,60,12
"PITA_39571",5,4,1,2,0,9
"PITA_19974",1,0,0,0,0,0
"PITA_27092",0,0,2,0,0,0
"PITA_02847",5,1,5,8,5,5
"PITA_26572",0,2,2,5,1,6
"PITA_40989",2,2,5,5,6,1
"PITA_16425",0,0,0,1,0,0
"PITA_49944",394,253,294,291,274,254
"PITA_06478",489,264,358,548,464,244
"PITA_29528",1561,1125,1557,1798,1320,1315
"PITA_20514",14,17,6,11,8,18
"PITA_31036",90,57,77,59,109,86
"PITA_03251",0,1,0,0,1,1
"PITA_23469",235,173,138,569,288,295
"PITA_51704",0,0,0,0,0,0
"PITA_01983",3295,2159,2616,3089,2458,2875
"PITA_46752",80,61,68,64,53,79
"PITA_15035",2,0,17,10,5,0
"PITA_13200",790,0,0,120,780,227
"PITA_05576",61,12,16,25,45,12
"PITA_12566",256,156,176,184,428,355
"PITA_19013",57,58,34,76,35,78
"PITA_14652",431,314,381,318,410,290
"PITA_07270",0,0,0,0,0,0
"PITA_50101",0,0,0,0,0,0
"PITA_13119",95,48,68,61,76,118
"PITA_33482",64,28,180,28,2,6
"PITA_17838",1,0,0,0,0,3
"PITA_47771",935,565,678,893,647,695
"PITA_12634",48,36,53,41,36,17
"PITA_35868",33,0,0,219,27,0
"PITA_18984",0,0,0,0,0,0
"PITA_32016",105,44,62,62,79,29
"PITA_09246",236,169,186,241,292,324
"PITA_23471",106,94,85,107,137,141
"PITA_29364",0,0,0,0,0,0
"PITA_29848",369,271,225,332,215,302
"PITA_22750",42,4,8,18,11,0
"PITA_35407",0,0,0,0,0,0
"PITA_41962",0,0,0,0,0,0
"PITA_43487",0,0,0,0,3,0
"PITA_32758",0,0,3,0,0,0
"PITA_17005",0,0,0,0,0,0
"PITA_07033",0,0,0,0,0,0
"PITA_33584",5,0,10,1,4,1
"PITA_01179",0,0,0,0,0,0
"PITA_21131",5,6,1,5,6,1
"PITA_30304",0,0,0,0,0,0
"PITA_43845",364,239,306,383,316,353
"PITA_06469",415,239,334,337,329,456
"PITA_49543",803,193,376,99,148,119
"PITA_12066",1600,1107,1299,1352,889,1254
"PITA_14512",25,19,31,31,20,40
"PITA_13808",432,216,294,349,346,411
"PITA_49506",26,8,7,21,9,16
"PITA_30878",0,0,0,0,0,0
"PITA_17015",19,7,12,17,3,21
"PITA_06832",212,157,172,308,394,331
"PITA_17444",0,0,0,0,0,0
"PITA_11971",26,27,27,21,14,15
"PITA_33083",536,172,351,276,228,302
"PITA_21790",878,612,700,646,874,907
"PITA_01875",2,10,6,5,5,9
"PITA_48645",1036,730,852,1096,1025,1016
"PITA_29447",32,24,22,33,34,27
"PITA_43544",0,0,0,0,0,0
"PITA_05947",44,16,24,42,42,26
"PITA_06871",52,32,55,56,80,82
"PITA_34725",167,191,205,215,226,202
"PITA_40463",3,0,14,1,0,0
"PITA_06919",15,2,8,8,17,7
"PITA_30987",0,0,0,0,3,0
"PITA_33476",0,0,1,2,0,0
"PITA_17623",1,2,0,0,0,0
"PITA_33265",0,0,0,0,0,0
"PITA_25326",720,401,544,654,500,535
"PITA_47055",120,68,101,121,71,98
"PITA_42263",552,457,596,532,481,740
"PITA_01844",1,3,0,1,1,0
"PITA_31029",132,106,111,123,90,129
"PITA_28819",2,0,0,1,2,1
"PITA_05395",183,180,323,321,177,246
"PITA_35552",89,66,79,110,66,104
"PITA_14413",4,1,1,1,2,0
"PITA_23819",0,0,0,0,0,0
"PITA_17254",0,0,0,0,0,0
"PITA_31093",378,251,269,255,346,381
"PITA_12302",0,0,0,0,0,1
"PITA_49119",203,137,167,163,142,207
"PITA_22512",0,0,0,0,1,1
"PITA_45216",2,0,1,0,0,0
"PITA_18396",0,1,1,1,2,1
"PITA_46694",0,0,0,0,0,3
"PITA_16395",0,2,1,1,0,0
"PITA_35653",158,106,255,45,104,34
"PITA_47352",84,55,58,82,53,76
"PITA_37729",2,0,0,0,0,0
"PITA_19659",59,48,43,53,66,36
"PITA_24683",196,129,173,179,187,279
"PITA_06243",3,1,1,0,0,2
"PITA_29163",23,0,2,20,3,0
"PITA_49423",0,0,1,0,0,2
"PITA_05440",0,0,0,0,0,0
"PITA_09576",0,0,0,0,0,0
"PITA_15250",53,38,39,39,76,40
"PITA_30252",7,0,2,6,8,16
"PITA_29017",0,3,8,1,1,7
"PITA_44635",1608,444,863,593,616,549
"PITA_13247",1,0,0,0,1,0
"PITA_28628",0,0,0,0,0,0
"PITA_35328",630,376,463,508,553,472
"PITA_34241",16,13,18,29,25,37
"PITA_13086",0,3,0,0,0,0
"PITA_06154",356,252,425,524,426,575
"PITA_42391",135,76,63,79,44,56
"PITA_02519",390,244,407,343,334,205
"PITA_13410",0,0,0,0,0,0
"PITA_14952",31,22,22,10,22,17
"PITA_46981",4,5,5,4,17,5
"PITA_12500",47,64,61,175,91,33
"PITA_16090",0,0,0,0,0,0
"PITA_37077",283,238,206,263,190,148
"PITA_24163",3,1,1,1,0,1
"PITA_18748",0,1,1,0,1,1
"PITA_23115",107,77,91,133,99,101
"PITA_33639",0,0,0,0,0,0
"PITA_09763",0,0,0,0,0,0
"PITA_47374",44,39,61,48,31,63
"PITA_29112",0,0,0,0,0,0
"PITA_47964",234,187,194,271,201,467
"PITA_49904",0,0,0,0,0,0
"PITA_15217",259,158,204,205,221,225
"PITA_22417",21,27,16,21,19,36
"PITA_26742",1036,903,1109,1140,1131,1652
"PITA_47396",40,24,28,36,44,59
"PITA_30915",101,64,79,79,70,145
"PITA_34035",9,4,11,4,1,10
"PITA_26640",53,27,26,79,55,13
"PITA_26473",129,87,84,81,161,17
"PITA_43075",515,277,398,505,442,500
"PITA_28835",1,0,0,4,0,0
"PITA_13854",91,94,121,163,86,189
"PITA_48884",142,89,105,153,118,81
"PITA_02844",0,0,0,0,0,0
"PITA_46218",0,0,0,0,0,0
"PITA_10716",448,263,504,371,305,464
"PITA_34134",54,23,34,33,32,53
"PITA_37730",33,19,35,19,27,31
"PITA_23405",220,371,594,206,172,101
"PITA_14846",0,0,0,0,0,0
"PITA_47530",77,14,20,32,41,10
"PITA_29599",75,45,58,65,60,73
"PITA_28026",216,88,199,207,130,241
"PITA_23772",0,0,0,0,0,0
"PITA_01411",381,288,313,333,246,442
"PITA_06021",13,7,19,16,11,6
"PITA_01152",8,4,4,5,1,4
"PITA_50092",5,10,7,12,3,9
"PITA_26794",98,91,93,178,108,88
"PITA_10174",0,0,0,0,0,0
"PITA_33345",1255,1695,1295,1779,1414,2348
"PITA_34440",0,24,33,35,44,7
"PITA_41764",29,0,4,11,1,15
"PITA_43206",199,124,171,177,198,320
"PITA_03091",330,176,208,5,16,3
"PITA_44626",4,2,2,0,0,8
"PITA_38187",0,0,0,0,0,0
"PITA_43526",0,0,0,0,1,0
"PITA_27739",20,21,39,21,16,30
"PITA_10621",669,508,721,808,577,979
"PITA_21022",0,0,0,0,0,0
"PITA_40621",0,0,0,0,0,0
"PITA_48414",0,0,74,13,0,0
"PITA_26412",1,0,0,1,11,1
"PITA_06583",52,175,352,128,53,103
"PITA_51684",0,1,0,0,0,1
"PITA_05438",38,14,12,24,8,18
"PITA_39668",0,0,0,0,0,0
"PITA_45622",60,22,36,42,71,17
"PITA_14870",0,0,0,1,0,0
"PITA_37056",0,0,0,0,0,0
"PITA_49932",0,0,0,0,0,0
"PITA_35039",0,0,0,0,0,0
"PITA_34448",9,8,10,10,5,9
"PITA_13404",0,0,0,0,0,0
"PITA_12441",136,105,81,92,82,103
"PITA_10028",28,29,18,50,31,57
"PITA_04599",0,0,0,1,1,0
"PITA_39601",3065,1777,2295,3192,3459,3030
"PITA_10092",13134,7618,11513,15454,8106,12213
"PITA_48997",351,255,367,404,360,491
"PITA_49090",224,153,186,228,216,204
"PITA_30371",29,114,78,28,56,20
"PITA_32411",2479,1410,3310,2770,2006,2583
"PITA_21847",19,11,34,23,21,27
"PITA_27119",0,0,0,0,0,0
"PITA_44747",0,0,5,0,0,0
"PITA_49504",9,9,7,1,7,9
"PITA_18208",78,72,90,77,63,123
"PITA_32918",10,9,11,0,1,13
"PITA_28770",0,4,5,3,0,0
"PITA_10163",1,1,0,0,6,4
"PITA_50522",12,0,2,9,20,9
"PITA_05872",98,70,102,120,105,158
"PITA_36762",76,63,88,81,112,40
"PITA_09035",3816,2616,3341,3593,2686,2172
"PITA_31272",0,0,0,0,0,0
"PITA_27068",50,39,57,51,26,50
"PITA_19977",759,565,589,822,710,739
"PITA_47585",0,0,0,0,0,0
"PITA_00409",751,462,562,640,569,654
"PITA_03241",3,4,6,6,9,5
"PITA_33459",59,63,45,169,174,152
"PITA_44819",492,322,440,596,459,659
"PITA_29406",14,0,0,0,0,0
"PITA_35060",1,5,8,15,2,4
"PITA_26183",82,80,88,106,70,98
"PITA_36678",6,0,5,19,7,43
"PITA_12037",111,103,146,104,91,108
"PITA_49745",28,27,19,35,43,58
"PITA_16760",29,11,10,6,6,1
"PITA_49992",37,27,30,42,37,58
"PITA_02989",0,0,0,0,0,0
"PITA_39721",0,0,0,0,0,0
"PITA_49606",0,0,0,0,0,0
"PITA_04035",1,1,1,3,1,1
"PITA_37692",340,263,337,387,274,250
"PITA_39984",71,42,50,51,18,67
"PITA_37095",58,70,90,90,39,79
"PITA_11519",251,192,187,183,208,206
"PITA_11437",150,340,428,310,564,926
"PITA_15466",5,1,4,21,3,11
"PITA_50934",0,0,0,3,0,0
"PITA_01418",0,0,0,0,0,0
"PITA_43203",0,0,0,0,0,1
"PITA_05985",1344,739,1027,1359,1281,1204
"PITA_07362",8,3,9,7,9,7
"PITA_45299",0,0,0,0,0,0
"PITA_24952",20,7,6,25,25,24
"PITA_34484",207,130,116,59,51,188
"PITA_06566",101,97,104,138,119,190
"PITA_32380",0,0,0,0,0,0
"PITA_37397",0,0,0,0,0,0
"PITA_37862",5,5,10,5,9,8
"PITA_19712",24,20,24,4,28,37
"PITA_45283",2,0,0,0,0,1
"PITA_28682",29,37,29,45,40,32
"PITA_10097",1996,955,1394,803,565,690
"PITA_20910",458,316,387,250,276,417
"PITA_41798",5,6,8,20,3,16
"PITA_24167",341,305,294,252,177,260
"PITA_29706",1,2,1,5,3,2
"PITA_39731",75,22,52,46,55,37
"PITA_41443",0,0,0,1,0,1
"PITA_19320",0,0,0,0,0,0
"PITA_44214",769,527,677,707,480,806
"PITA_44836",28,26,20,19,15,8
"PITA_20031",56,8,46,54,54,57
"PITA_45460",0,0,0,2,2,1
"PITA_48554",16,13,10,10,3,13
"PITA_18082",6,3,2,5,8,6
"PITA_49795",0,0,0,1,0,0
"PITA_40513",0,0,1,0,0,0
"PITA_07621",0,0,0,0,0,0
"PITA_29561",0,0,0,0,0,0
"PITA_02297",59,39,51,97,77,66
"PITA_50240",0,0,0,0,0,0
"PITA_33224",1,0,0,0,0,0
"PITA_04182",2,2,0,4,0,3
"PITA_12525",0,0,0,1,0,0
"PITA_09315",0,0,0,0,0,0
"PITA_26161",1043,488,795,791,824,514
"PITA_28307",0,0,0,0,1,0
"PITA_22983",0,1,0,0,3,0
"PITA_09993",383,229,291,348,439,507
"PITA_20927",0,0,0,0,0,0
"PITA_20832",165,105,130,145,116,174
"PITA_24766",930,327,446,627,969,310
"PITA_36700",2,1,1,0,1,0
"PITA_23368",0,73,0,74,0,0
"PITA_35910",60,63,46,93,51,81
"PITA_08769",1121,779,886,560,779,586
"PITA_09229",5,4,6,1,1,4
"PITA_47177",0,0,0,0,0,0
"PITA_38781",163,129,126,133,162,180
"PITA_32200",54,113,96,123,89,86
"PITA_32509",2,0,0,0,1,3
"PITA_35365",12,19,19,17,15,28
"PITA_32322",162,263,194,179,113,136
"PITA_45079",0,0,1,1,0,1
"PITA_30857",76,75,108,70,54,112
"PITA_30891",21,31,21,14,33,43
"PITA_12337",655,344,504,598,608,437
"PITA_48086",12,7,13,13,8,18
"PITA_09419",215,205,156,379,213,151
"PITA_48026",410,322,308,318,217,399
"PITA_32953",50,38,49,43,78,69
"PITA_29666",221,172,169,185,160,269
"PITA_43102",719,344,550,544,395,148
"PITA_23144",6,0,0,0,0,0
"PITA_37469",1930,639,2094,4381,3565,406
"PITA_06978",281,132,75,219,267,7
"PITA_26763",10,1,1,1,13,0
"PITA_28475",44,32,40,51,48,52
"PITA_01841",334,230,236,286,214,451
"PITA_10905",0,0,0,0,0,0
"PITA_39839",0,0,1,0,0,0
"PITA_07515",69,29,51,23,15,76
"PITA_19481",127,82,103,46,126,159
"PITA_00486",135,138,125,122,94,201
"PITA_42148",0,0,0,0,0,0
"PITA_05339",24,6,17,33,18,27
"PITA_22595",21,15,16,31,44,31
"PITA_51524",244,133,141,216,248,243
"PITA_11543",0,0,0,0,0,1
"PITA_04368",0,0,0,0,0,0
"PITA_31901",742,446,490,830,500,377
"PITA_10215",2340,1728,2328,2502,2256,3672
"PITA_07999",220,149,201,136,204,71
"PITA_03944",1,1,3,1,0,1
"PITA_40921",0,0,0,0,0,0
"PITA_08988",0,1,0,0,0,0
"PITA_19739",0,5,0,0,0,0
"PITA_24322",23,21,35,0,0,0
"PITA_22798",0,0,0,0,0,0
"PITA_32802",148,89,108,169,108,229
"PITA_02907",35,12,23,29,28,0
"PITA_19426",7,23,5,9,1,30
"PITA_32387",32,33,23,34,33,36
"PITA_12638",436,113,216,310,91,60
"PITA_07445",620,398,442,557,395,548
"PITA_15668",0,0,0,0,2,0
"PITA_34483",35,69,62,30,60,59
"PITA_36997",0,0,0,0,0,0
"PITA_06001",5,8,10,4,3,3
"PITA_17184",0,0,0,0,0,0
"PITA_50666",560,362,463,511,469,529
"PITA_20341",0,0,0,0,0,0
"PITA_27274",310,234,223,296,200,300
"PITA_46018",0,0,0,0,0,0
"PITA_25491",496,349,244,232,352,138
"PITA_16402",111,144,208,92,75,38
"PITA_35968",1,0,0,0,1,0
"PITA_00821",217,103,176,208,131,184
"PITA_41902",183,48,130,112,129,90
"PITA_27186",269,146,230,240,213,260
"PITA_13310",80,28,25,47,68,51
"PITA_41519",768,523,594,607,617,1135
"PITA_32394",0,0,0,0,0,1
"PITA_43095",207,149,163,118,129,141
"PITA_07602",2251,2116,2323,2744,2774,4170
"PITA_29595",657,433,464,559,500,791
"PITA_10697",591,208,288,659,645,320
"PITA_08768",181,147,173,153,122,182
"PITA_26738",41,40,45,67,37,36
"PITA_49358",1,0,0,0,0,1
"PITA_03923",294,101,170,438,272,260
"PITA_35453",1214,637,848,731,725,889
"PITA_50194",22,27,47,35,50,68
"PITA_23233",0,2,3,0,0,1
"PITA_34101",0,0,0,0,0,0
"PITA_29894",190,131,162,187,164,231
"PITA_21493",111,142,101,152,79,48
"PITA_11701",0,0,0,0,0,0
"PITA_43314",59,41,16,83,98,61
"PITA_28396",0,0,0,0,0,0
"PITA_40197",0,0,0,0,0,0
"PITA_13982",25,23,29,6,4,1
"PITA_17991",0,0,0,0,0,0
"PITA_45794",0,0,0,0,0,0
"PITA_32469",0,0,0,0,0,0
"PITA_07216",28,21,28,29,22,33
"PITA_33878",2,1,1,4,4,1
"PITA_14182",50,55,64,57,47,121
"PITA_37522",3,3,1,0,6,0
"PITA_16374",125,97,141,132,118,128
"PITA_23866",128,102,126,110,127,202
"PITA_17552",1,1,1,2,3,3
"PITA_05437",0,0,0,0,0,0
"PITA_26154",7,0,0,3,0,0
"PITA_11505",3,5,0,0,4,2
"PITA_02606",0,3,3,0,4,1
"PITA_13282",29,19,30,23,8,10
"PITA_25577",10,15,16,5,10,5
"PITA_11530",124,72,79,78,121,77
"PITA_31431",1,0,0,0,1,0
"PITA_13969",2347,1330,1764,1856,2455,1745
"PITA_40509",16,11,19,22,29,9
"PITA_49006",1199,796,889,819,1014,1323
"PITA_26757",8,1,0,9,5,4
"PITA_04041",0,0,0,0,0,0
"PITA_03323",193,107,153,183,163,132
"PITA_47026",4,0,0,4,6,3
"PITA_44555",848,694,774,888,704,1002
"PITA_11890",10,4,15,8,6,14
"PITA_12560",153,130,154,139,175,218
"PITA_06899",28,0,0,2,0,0
"PITA_13186",199,135,178,115,136,185
"PITA_46090",152,54,150,171,427,4
"PITA_47601",36,16,28,43,27,25
"PITA_13842",5,0,14,13,0,10
"PITA_45755",2,1,0,0,0,0
"PITA_13562",18,48,0,38,0,25
"PITA_26362",548,367,493,506,339,442
"PITA_40149",199,112,159,99,46,168
"PITA_38638",34,44,49,75,65,199
"PITA_30529",330,517,498,453,803,311
"PITA_29634",52,55,41,46,46,55
"PITA_11774",1,1,0,0,0,0
"PITA_40555",16,14,22,5,7,3
"PITA_48594",1,1,0,0,1,1
"PITA_08521",1837,1257,1794,1480,1417,1367
"PITA_11782",567,398,550,629,498,647
"PITA_25367",1,0,6,0,0,0
"PITA_27850",105,68,70,87,79,107
"PITA_33925",0,0,0,1,2,0
"PITA_27745",42,32,29,35,28,78
"PITA_38255",0,0,0,0,0,0
"PITA_30755",0,0,0,0,0,1
"PITA_05020",1871,981,1168,980,1217,1088
"PITA_47602",32,3,23,19,27,71
"PITA_35682",0,0,0,0,0,0
"PITA_35550",0,0,0,0,0,0
"PITA_26153",42,0,22,47,0,21
"PITA_04532",0,2,3,0,2,0
"PITA_19466",30,29,33,5,14,16
"PITA_51543",1,0,0,1,1,0
"PITA_37866",41,25,38,37,25,53
"PITA_16302",0,0,2,0,1,0
"PITA_13285",94,227,201,0,0,0
"PITA_09230",0,0,0,0,3,0
"PITA_41834",356,219,293,308,264,456
"PITA_12484",0,0,0,0,0,0
"PITA_41414",357,314,512,440,289,592
"PITA_40571",3303,2021,2651,3005,3065,3117
"PITA_50119",25,30,20,23,16,28
"PITA_42243",64,48,55,51,63,106
"PITA_01762",1368,799,1040,865,1653,834
"PITA_49577",0,1,0,0,0,0
"PITA_09689",62,50,58,69,80,97
"PITA_49477",0,0,0,0,0,0
"PITA_43778",80,43,32,114,69,16
"PITA_37179",1,0,0,1,1,1
"PITA_39199",280,136,161,154,257,113
"PITA_33237",1,0,1,0,2,0
"PITA_22710",48,8,14,27,33,9
"PITA_50014",0,0,0,0,0,0
"PITA_16757",0,0,0,0,28,0
"PITA_19143",1755,919,1149,1104,1128,1166
"PITA_44197",297,235,266,278,272,264
"PITA_17597",406,301,337,390,322,363
"PITA_07367",909,577,629,799,781,1045
"PITA_33856",0,0,0,0,0,0
"PITA_05979",9,9,12,1,0,6
"PITA_31065",0,0,0,0,0,0
"PITA_29047",22,20,19,31,21,17
"PITA_28091",981,610,833,166,103,1135
"PITA_32121",1096,635,789,902,963,665
"PITA_25732",14,12,8,0,18,0
"PITA_02357",0,0,2,0,0,0
"PITA_31452",0,0,0,0,0,0
"PITA_09355",0,0,0,0,0,0
"PITA_20475",0,0,0,0,0,0
"PITA_47667",0,0,0,0,0,0
"PITA_02673",0,0,0,0,0,0
"PITA_31912",107,48,79,73,67,89
"PITA_07771",0,2,1,5,1,0
"PITA_18613",297,215,263,313,161,286
"PITA_45793",729,471,610,320,353,713
"PITA_42420",1784,1229,1454,1650,1566,2154
"PITA_40207",28,218,118,53,21,97
"PITA_24152",1,1,0,0,0,0
"PITA_16319",0,0,0,0,0,0
"PITA_31866",242,164,212,267,189,387
"PITA_22088",0,0,0,0,0,0
"PITA_06828",396,81,129,99,82,116
"PITA_43061",0,0,0,0,0,0
"PITA_36784",2678,1701,2050,2269,2209,2282
"PITA_19938",142,159,208,327,192,281
"PITA_19114",0,0,0,0,1,1
"PITA_23354",4,3,1,0,0,3
"PITA_17375",713,477,612,650,459,978
"PITA_49286",0,0,0,0,0,1
"PITA_46085",0,0,0,0,0,0
"PITA_28412",0,0,0,0,0,0
"PITA_30236",0,0,0,0,0,0
"PITA_06351",10,18,11,99,107,38
"PITA_48883",157,132,86,249,46,27
"PITA_45119",2,0,0,1,6,0
"PITA_44130",127,99,102,95,93,128
"PITA_04410",1396,1108,860,1340,1613,1875
"PITA_16278",0,0,0,0,0,1
"PITA_43995",1,0,1,3,2,2
"PITA_08746",19,5,13,0,6,0
"PITA_15086",0,3,3,3,0,10
"PITA_17630",214,106,143,181,203,130
"PITA_04846",23,11,11,33,26,17
"PITA_31406",30,18,11,22,16,14
"PITA_26053",9,0,4,6,5,0
"PITA_01950",49,28,50,40,29,23
"PITA_39765",0,0,0,0,0,0
"PITA_27588",0,0,0,0,0,0
"PITA_03371",25,38,30,14,41,49
"PITA_18081",51,11,10,39,17,48
"PITA_19031",7,13,58,53,17,12
"PITA_49483",41,38,27,56,32,49
"PITA_18434",4,15,16,0,26,12
"PITA_30967",678,377,594,543,582,786
"PITA_00436",0,0,0,9,0,0
"PITA_02993",0,0,0,0,0,0
"PITA_02236",0,0,0,0,0,0
"PITA_17828",0,0,0,0,0,0
"PITA_16917",5,5,2,2,1,0
"PITA_44494",16,3,4,1,1,0
"PITA_39622",15,4,22,2,4,0
"PITA_34218",10,9,11,8,7,8
"PITA_28914",201,90,96,172,73,157
"PITA_10485",173,90,211,213,208,431
"PITA_32924",0,0,0,0,0,0
"PITA_47734",0,0,0,0,0,0
"PITA_28504",20,4,5,0,0,0
"PITA_05431",0,0,0,0,0,0
"PITA_06795",0,1,2,1,0,1
"PITA_31694",7,2,8,9,8,3
"PITA_22487",378,390,287,341,409,957
"PITA_20953",3,4,0,2,0,2
"PITA_08569",1,0,3,4,5,8
"PITA_18902",4662,3233,3309,3151,4108,5969
"PITA_37059",63,40,77,82,45,70
"PITA_17038",5,1,8,7,14,10
"PITA_05001",0,0,0,0,0,0
"PITA_44205",527,234,721,52,50,17
"PITA_04104",96,63,207,59,187,22
"PITA_33448",303,171,174,285,218,484
"PITA_48202",1804,1126,1395,1191,2330,1364
"PITA_35715",113,91,114,155,110,80
"PITA_10750",0,0,0,0,0,0
"PITA_43738",1,1,3,8,2,2
"PITA_24498",0,1,0,1,0,1
"PITA_49828",0,0,0,0,0,0
"PITA_51360",7,11,4,5,15,20
"PITA_22645",186,142,162,1,3,370
"PITA_00234",7,5,12,2,3,12
"PITA_50510",1,3,1,4,2,5
"PITA_47248",0,0,0,0,0,0
"PITA_18723",3,5,7,2,1,5
"PITA_40177",0,0,0,0,0,0
"PITA_40338",955,552,651,722,736,1024
"PITA_40512",20,8,17,12,16,10
"PITA_28418",0,0,0,0,0,0
"PITA_05298",1437,828,960,1116,763,991
"PITA_07893",45,15,30,10,29,2
"PITA_47269",12,5,12,6,6,4
"PITA_34543",0,0,0,0,0,0
"PITA_32171",0,0,0,0,0,0
"PITA_33348",1,2,0,0,3,0
"PITA_48423",0,0,0,0,0,0
"PITA_21776",0,0,0,0,0,0
"PITA_12074",30,13,10,46,24,42
"PITA_06304",215,177,203,242,187,282
"PITA_23762",71,13,37,27,26,4
"PITA_32535",11,10,14,11,11,31
"PITA_16769",14,22,28,15,18,13
"PITA_14722",22,8,10,21,15,9
"PITA_25481",197,164,168,270,290,243
"PITA_29071",34,22,37,36,23,27
"PITA_32761",0,0,0,0,0,0
"PITA_39809",5,5,15,9,16,16
"PITA_20624",1,0,0,0,0,1
"PITA_01413",39,25,42,67,30,92
"PITA_32681",988,530,681,710,683,539
"PITA_14027",10,2,8,17,5,1
"PITA_10888",24,16,7,8,9,12
"PITA_39369",34,37,22,16,21,20
"PITA_02477",0,6,0,0,1,1
"PITA_31941",16,3,10,22,17,44
"PITA_45795",19,5,8,13,16,6
"PITA_04115",0,2,0,0,0,0
"PITA_08233",0,0,0,0,0,0
"PITA_29329",38,12,23,45,58,26
"PITA_15345",0,0,0,0,0,0
"PITA_22129",495,344,395,450,328,638
"PITA_48768",813,468,526,687,1106,685
"PITA_42889",1,3,0,3,10,11
"PITA_24169",0,0,0,0,0,0
"PITA_33845",0,0,0,0,0,0
"PITA_22749",21,1,7,3,2,0
"PITA_11422",324,232,314,304,365,410
"PITA_51331",304,243,264,346,221,194
"PITA_25970",0,0,0,0,1,0
"PITA_20743",62,35,55,48,33,41
"PITA_30316",26,23,43,51,20,39
"PITA_12983",0,0,1,0,1,0
"PITA_39910",1,0,0,0,0,0
"PITA_46270",0,0,0,0,0,0
